Title: test opamp tran
Date: Wed May 28 19:52:52  2025
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 469
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	2.999534488654376e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	2.999534488607389e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	2.999534488574768e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	2.999534488532705e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	2.999534489077379e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	2.999534489575065e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	2.999534487787142e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	2.999534488924129e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	2.999534488830045e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	3.000875130641778e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	3.003643195154064e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	3.009462348743012e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.013874869472545e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.013945487553670e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.014048479819734e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.014126985033269e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.014143678993724e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.014134811645808e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.014132390376596e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.014123757275441e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.014111590872088e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.014084262544675e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.014038915922284e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.013957486022084e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.013803039011747e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	3.013546259544746e-01
	5.000000000000000e-01

 26	1.001221370080026e-06
	3.013171598076819e-01
	5.000000000000000e-01

 27	1.002351550240041e-06
	3.012435879333993e-01
	5.000000000000000e-01

 28	1.004476026802475e-06
	3.010622250431166e-01
	5.000000000000000e-01

 29	1.008724979927343e-06
	3.006101507941881e-01
	5.000000000000000e-01

 30	1.017222886177080e-06
	3.013081193124309e-01
	5.000000000000000e-01

 31	1.034218698676553e-06
	3.099070853286199e-01
	5.000000000000000e-01

 32	1.062144106672199e-06
	3.367994957858911e-01
	5.000000000000000e-01

 33	1.117994922663493e-06
	4.011571470241034e-01
	5.000000000000000e-01

 34	1.205639232207944e-06
	4.804708282427375e-01
	5.000000000000000e-01

 35	1.346409329357244e-06
	5.251441492967410e-01
	5.000000000000000e-01

 36	1.603081004780375e-06
	5.013262956392590e-01
	5.000000000000000e-01

 37	1.837054609940114e-06
	4.972617536786257e-01
	5.000000000000000e-01

 38	2.146646505815605e-06
	5.036734446136628e-01
	5.000000000000000e-01

 39	2.765830297566588e-06
	4.967337768475928e-01
	5.000000000000000e-01

 40	3.765830297566588e-06
	5.027615524527018e-01
	5.000000000000000e-01

 41	4.765830297566587e-06
	4.974371968376348e-01
	5.000000000000000e-01

 42	5.765830297566587e-06
	5.020360101743622e-01
	5.000000000000000e-01

 43	6.765830297566587e-06
	4.981698143646796e-01
	5.000000000000000e-01

 44	7.765830297566587e-06
	5.013326154311564e-01
	5.000000000000000e-01

 45	8.765830297566588e-06
	4.988384890877695e-01
	5.000000000000000e-01

 46	9.765830297566589e-06
	5.007312915174840e-01
	5.000000000000000e-01

 47	1.076583029756659e-05
	4.993766534004864e-01
	5.000000000000000e-01

 48	1.176583029756659e-05
	5.002724210814380e-01
	5.000000000000000e-01

 49	1.276583029756659e-05
	4.997732581573473e-01
	5.000000000000000e-01

 50	1.376583029756659e-05
	4.999574923888446e-01
	5.000000000000000e-01

 51	1.476583029756659e-05
	5.000235491668850e-01
	5.000000000000000e-01

 52	1.576583029756659e-05
	4.997682123284060e-01
	5.000000000000000e-01

 53	1.676583029756659e-05
	5.001611038159348e-01
	5.000000000000000e-01

 54	1.776583029756659e-05
	4.996786261348873e-01
	5.000000000000000e-01

 55	1.876583029756659e-05
	5.002122484821472e-01
	5.000000000000000e-01

 56	1.976583029756659e-05
	4.996601382060462e-01
	5.000000000000000e-01

 57	2.076583029756659e-05
	5.002051642308887e-01
	5.000000000000000e-01

 58	2.176583029756659e-05
	4.996861287972916e-01
	5.000000000000000e-01

 59	2.276583029756659e-05
	5.001646777121183e-01
	5.000000000000000e-01

 60	2.376583029756660e-05
	4.997347610620633e-01
	5.000000000000000e-01

 61	2.476583029756660e-05
	5.001101245876516e-01
	5.000000000000000e-01

 62	2.576583029756660e-05
	4.997899731117021e-01
	5.000000000000000e-01

 63	2.676583029756660e-05
	5.000580392943874e-01
	5.000000000000000e-01

 64	2.776583029756660e-05
	4.998423256890714e-01
	5.000000000000000e-01

 65	2.876583029756660e-05
	5.000083867500829e-01
	5.000000000000000e-01

 66	2.976583029756660e-05
	4.998846319340382e-01
	5.000000000000000e-01

 67	3.076583029756660e-05
	4.999709061573681e-01
	5.000000000000000e-01

 68	3.176583029756659e-05
	4.999146448378902e-01
	5.000000000000000e-01

 69	3.276583029756659e-05
	4.999462424375336e-01
	5.000000000000000e-01

 70	3.376583029756659e-05
	4.999329095851657e-01
	5.000000000000000e-01

 71	3.476583029756658e-05
	4.999329080115249e-01
	5.000000000000000e-01

 72	3.576583029756658e-05
	4.999413755307982e-01
	5.000000000000000e-01

 73	3.676583029756658e-05
	4.999284730509759e-01
	5.000000000000000e-01

 74	3.776583029756658e-05
	4.999425583400381e-01
	5.000000000000000e-01

 75	3.876583029756657e-05
	4.999302637612786e-01
	5.000000000000000e-01

 76	3.976583029756657e-05
	4.999389783512642e-01
	5.000000000000000e-01

 77	4.076583029756657e-05
	4.999358122738586e-01
	5.000000000000000e-01

 78	4.176583029756657e-05
	4.999328228193836e-01
	5.000000000000000e-01

 79	4.276583029756656e-05
	4.999431018780491e-01
	5.000000000000000e-01

 80	4.376583029756656e-05
	4.999236855137728e-01
	5.000000000000000e-01

 81	4.476583029756656e-05
	4.999505659472208e-01
	5.000000000000000e-01

 82	4.576583029756655e-05
	4.999174301732383e-01
	5.000000000000000e-01

 83	4.676583029756655e-05
	4.999572115469384e-01
	5.000000000000000e-01

